style,year,week_in_year,rating
ballet flats,5,6,5.0
ballet flats,5,36,3.0
ballet flats,5,2,3.0
ballet flats,5,23,4.0
ballet flats,5,4,3.0
ballet flats,5,22,3.0
ballet flats,5,10,4.0
ballet flats,5,7,3.0
ballet flats,5,19,4.0
ballet flats,5,42,3.0
ballet flats,5,31,3.0
ballet flats,5,43,4.0
ballet flats,5,35,3.0
ballet flats,5,7,5.0
ballet flats,5,50,2.0
ballet flats,5,33,4.0
ballet flats,5,41,3.0
ballet flats,5,28,3.0
ballet flats,5,9,4.0
ballet flats,5,43,4.0
ballet flats,5,18,4.0
ballet flats,5,36,3.0
ballet flats,5,21,4.0
ballet flats,5,20,3.0
ballet flats,5,25,4.0
ballet flats,5,2,4.0
ballet flats,5,42,4.0
ballet flats,5,10,4.0
ballet flats,5,35,4.0
ballet flats,5,43,4.0
ballet flats,5,35,3.0
puffer jacket,0,17,2.0
puffer jacket,0,47,4.0
puffer jacket,0,16,2.0
puffer jacket,0,40,4.0
puffer jacket,0,4,4.0
puffer jacket,0,41,3.0
puffer jacket,0,2,3.0
puffer jacket,0,38,4.0
puffer jacket,0,51,4.0
puffer jacket,0,2,4.0
puffer jacket,0,44,4.0
puffer jacket,0,38,3.0
puffer jacket,0,28,3.0
puffer jacket,0,39,3.0
puffer jacket,0,48,4.0
puffer jacket,0,41,5.0
puffer jacket,0,25,3.0
puffer jacket,0,8,3.0
puffer jacket,0,21,3.0
puffer jacket,0,14,3.0
puffer jacket,0,11,4.0
puffer jacket,0,5,4.0
puffer jacket,0,50,4.0
puffer jacket,0,38,4.0
puffer jacket,0,10,3.0
puffer jacket,0,13,3.0
puffer jacket,0,34,4.0
puffer jacket,0,15,2.0
puffer jacket,0,46,4.0
puffer jacket,0,45,4.0
puffer jacket,0,18,2.0
puffer jacket,0,10,3.0
puffer jacket,0,48,4.0
puffer jacket,0,43,3.0
puffer jacket,0,40,3.0
puffer jacket,0,7,5.0
puffer jacket,0,1,4.0
puffer jacket,0,40,2.0
puffer jacket,0,48,4.0
puffer jacket,0,42,4.0
puffer jacket,1,49,4.0
puffer jacket,1,17,3.0
puffer jacket,1,7,4.0
puffer jacket,1,6,5.0
puffer jacket,1,37,3.0
puffer jacket,1,11,3.0
puffer jacket,1,38,4.0
puffer jacket,1,16,3.0
puffer jacket,1,52,4.0
puffer jacket,1,40,3.0
puffer jacket,1,30,2.0
puffer jacket,1,40,4.0
puffer jacket,1,9,3.0
puffer jacket,1,40,3.0
puffer jacket,1,37,3.0
puffer jacket,1,43,3.0
puffer jacket,1,9,3.0
puffer jacket,1,12,2.0
puffer jacket,1,3,4.0
puffer jacket,1,36,2.0
puffer jacket,1,10,2.0
puffer jacket,1,6,4.0
puffer jacket,1,45,4.0
puffer jacket,1,18,2.0
puffer jacket,1,28,3.0
puffer jacket,1,9,4.0
puffer jacket,1,17,3.0
puffer jacket,1,47,4.0
puffer jacket,1,48,4.0
puffer jacket,1,12,3.0
puffer jacket,1,50,5.0
puffer jacket,1,45,4.0
puffer jacket,1,3,4.0
puffer jacket,1,12,4.0
puffer jacket,1,50,4.0
puffer jacket,1,9,3.0
puffer jacket,1,16,3.0
puffer jacket,1,46,3.0
puffer jacket,1,21,4.0
puffer jacket,1,47,4.0
puffer jacket,2,43,5.0
puffer jacket,2,48,4.0
puffer jacket,2,47,5.0
puffer jacket,2,8,5.0
puffer jacket,2,1,5.0
puffer jacket,2,21,3.0
puffer jacket,2,42,4.0
puffer jacket,2,6,5.0
puffer jacket,2,16,4.0
puffer jacket,2,12,5.0
puffer jacket,2,4,5.0
puffer jacket,2,1,5.0
puffer jacket,2,50,5.0
puffer jacket,2,51,5.0
puffer jacket,2,49,5.0
puffer jacket,2,51,5.0
puffer jacket,2,48,5.0
puffer jacket,2,1,5.0
puffer jacket,2,15,5.0
puffer jacket,2,11,4.0
puffer jacket,2,50,5.0
puffer jacket,2,30,2.0
puffer jacket,2,40,5.0
puffer jacket,2,16,4.0
puffer jacket,2,50,5.0
puffer jacket,2,52,5.0
puffer jacket,2,36,4.0
puffer jacket,2,12,5.0
puffer jacket,2,10,4.0
puffer jacket,2,11,4.0
puffer jacket,2,50,4.0
puffer jacket,2,9,5.0
puffer jacket,2,48,5.0
puffer jacket,2,7,5.0
puffer jacket,2,36,4.0
puffer jacket,2,31,3.0
puffer jacket,2,33,4.0
puffer jacket,2,38,5.0
puffer jacket,2,48,5.0
puffer jacket,2,31,3.0
puffer jacket,3,35,4.0
puffer jacket,3,48,5.0
puffer jacket,3,23,4.0
puffer jacket,3,16,4.0
puffer jacket,3,40,4.0
puffer jacket,3,48,4.0
puffer jacket,3,1,5.0
puffer jacket,3,11,4.0
puffer jacket,3,1,5.0
puffer jacket,3,5,5.0
puffer jacket,3,29,3.0
puffer jacket,3,41,4.0
puffer jacket,3,9,5.0
puffer jacket,3,51,5.0
puffer jacket,3,35,5.0
puffer jacket,3,8,5.0
puffer jacket,3,48,5.0
puffer jacket,3,33,4.0
puffer jacket,3,35,3.0
puffer jacket,3,5,4.0
puffer jacket,3,50,5.0
puffer jacket,3,50,4.0
puffer jacket,3,50,5.0
puffer jacket,3,34,4.0
puffer jacket,3,46,5.0
puffer jacket,3,5,5.0
puffer jacket,3,5,5.0
puffer jacket,3,41,4.0
puffer jacket,3,45,5.0
puffer jacket,3,51,5.0
puffer jacket,3,20,4.0
puffer jacket,3,3,5.0
puffer jacket,3,19,3.0
puffer jacket,3,8,4.0
puffer jacket,3,40,5.0
puffer jacket,3,39,4.0
puffer jacket,3,1,5.0
puffer jacket,3,40,5.0
puffer jacket,3,44,5.0
puffer jacket,3,41,5.0
puffer jacket,4,48,5.0
puffer jacket,4,14,4.0
puffer jacket,4,3,5.0
puffer jacket,4,5,5.0
puffer jacket,4,44,5.0
puffer jacket,4,38,5.0
puffer jacket,4,49,5.0
puffer jacket,4,17,3.0
puffer jacket,4,26,3.0
puffer jacket,4,6,5.0
puffer jacket,4,51,5.0
puffer jacket,4,51,5.0
puffer jacket,4,46,4.0
puffer jacket,4,35,4.0
puffer jacket,4,3,5.0
puffer jacket,4,1,4.0
puffer jacket,4,1,5.0
puffer jacket,4,4,5.0
puffer jacket,4,24,3.0
puffer jacket,4,22,4.0
puffer jacket,4,49,5.0
puffer jacket,4,39,4.0
puffer jacket,4,23,4.0
puffer jacket,4,4,5.0
puffer jacket,4,1,5.0
puffer jacket,4,52,4.0
puffer jacket,4,26,4.0
puffer jacket,4,27,4.0
puffer jacket,4,51,5.0
puffer jacket,4,49,4.0
puffer jacket,4,47,4.0
puffer jacket,4,3,5.0
puffer jacket,4,42,4.0
puffer jacket,4,12,4.0
puffer jacket,4,17,3.0
puffer jacket,4,14,4.0
puffer jacket,4,1,4.0
puffer jacket,4,35,4.0
puffer jacket,4,45,5.0
puffer jacket,4,25,3.0
puffer jacket,5,4,4.0
puffer jacket,5,24,3.0
puffer jacket,5,50,5.0
puffer jacket,5,3,4.0
puffer jacket,5,11,4.0
puffer jacket,5,50,5.0
puffer jacket,5,13,4.0
puffer jacket,5,40,4.0
puffer jacket,5,46,5.0
puffer jacket,5,2,4.0
puffer jacket,5,8,5.0
puffer jacket,5,42,5.0
puffer jacket,5,6,5.0
puffer jacket,5,16,3.0
puffer jacket,5,52,5.0
puffer jacket,5,3,5.0
puffer jacket,5,48,5.0
puffer jacket,5,8,5.0
puffer jacket,5,5,5.0
puffer jacket,5,49,4.0
puffer jacket,5,24,3.0
puffer jacket,5,33,3.0
puffer jacket,5,4,5.0
puffer jacket,5,11,5.0
puffer jacket,5,25,4.0
puffer jacket,5,48,5.0
puffer jacket,5,3,5.0
puffer jacket,5,8,5.0
puffer jacket,5,52,5.0
puffer jacket,5,51,4.0
puffer jacket,5,48,5.0
puffer jacket,5,30,4.0
puffer jacket,5,25,3.0
puffer jacket,5,8,4.0
puffer jacket,5,47,5.0
puffer jacket,5,31,3.0
puffer jacket,5,10,4.0
puffer jacket,5,44,4.0
puffer jacket,5,3,4.0
puffer jacket,5,47,5.0
slip dress,0,25,5.0
slip dress,0,28,5.0
slip dress,0,24,5.0
slip dress,0,15,5.0
slip dress,0,16,5.0
slip dress,0,30,5.0
slip dress,0,22,5.0
slip dress,0,42,5.0
slip dress,0,31,5.0
slip dress,0,34,5.0
slip dress,0,45,5.0
slip dress,0,13,5.0
slip dress,0,8,5.0
slip dress,0,30,5.0
slip dress,0,40,5.0
slip dress,0,38,5.0
slip dress,0,32,5.0
slip dress,0,17,5.0
slip dress,0,29,5.0
slip dress,0,35,5.0
slip dress,0,2,5.0
slip dress,0,32,5.0
slip dress,0,22,5.0
slip dress,0,20,5.0
slip dress,0,37,5.0
slip dress,0,19,5.0
slip dress,0,5,5.0
slip dress,0,19,5.0
slip dress,0,22,5.0
slip dress,0,28,5.0
slip dress,0,16,5.0
slip dress,0,28,5.0
slip dress,0,24,5.0
slip dress,0,15,5.0
slip dress,0,37,5.0
slip dress,0,25,5.0
slip dress,0,36,5.0
slip dress,0,36,5.0
slip dress,0,46,5.0
slip dress,0,44,5.0
slip dress,1,26,3.0
slip dress,1,14,3.0
slip dress,1,40,3.0
slip dress,1,43,2.0
slip dress,1,9,3.0
slip dress,1,26,3.0
slip dress,1,29,3.0
slip dress,1,12,3.0
slip dress,1,4,3.0
slip dress,1,22,3.0
slip dress,1,31,4.0
slip dress,1,8,2.0
slip dress,1,24,4.0
slip dress,1,3,1.0
slip dress,1,30,5.0
slip dress,1,8,3.0
slip dress,1,36,3.0
slip dress,1,34,4.0
slip dress,1,22,3.0
slip dress,1,26,3.0
slip dress,1,37,3.0
slip dress,1,25,4.0
slip dress,1,20,3.0
slip dress,1,29,4.0
slip dress,1,14,3.0
slip dress,1,11,3.0
slip dress,1,29,3.0
slip dress,1,24,3.0
slip dress,1,2,2.0
slip dress,1,16,2.0
slip dress,1,28,3.0
slip dress,1,43,3.0
slip dress,1,40,3.0
slip dress,1,20,3.0
slip dress,1,15,3.0
slip dress,1,31,4.0
slip dress,1,46,2.0
slip dress,1,4,2.0
slip dress,1,16,3.0
slip dress,1,17,4.0
slip dress,2,26,3.0
slip dress,2,23,3.0
slip dress,2,35,3.0
slip dress,2,32,4.0
slip dress,2,33,3.0
slip dress,2,30,4.0
slip dress,2,17,3.0
slip dress,2,10,3.0
slip dress,2,31,3.0
slip dress,2,34,3.0
slip dress,2,12,2.0
slip dress,2,23,4.0
slip dress,2,27,4.0
slip dress,2,36,2.0
slip dress,2,33,3.0
slip dress,2,46,3.0
slip dress,2,24,3.0
slip dress,2,11,3.0
slip dress,2,27,3.0
slip dress,2,46,4.0
slip dress,2,19,4.0
slip dress,2,31,4.0
slip dress,2,48,2.0
slip dress,2,36,4.0
slip dress,2,12,3.0
slip dress,2,26,3.0
slip dress,2,42,2.0
slip dress,2,23,3.0
slip dress,2,51,3.0
slip dress,2,16,4.0
slip dress,2,2,3.0
slip dress,2,13,3.0
slip dress,2,30,3.0
slip dress,2,22,3.0
slip dress,2,26,3.0
slip dress,2,26,3.0
slip dress,2,39,2.0
slip dress,2,26,4.0
slip dress,2,30,3.0
slip dress,2,23,3.0
slip dress,3,45,1.0
slip dress,3,13,2.0
slip dress,3,29,3.0
slip dress,3,40,3.0
slip dress,3,24,3.0
slip dress,3,10,2.0
slip dress,3,28,2.0
slip dress,3,25,3.0
slip dress,3,25,3.0
slip dress,3,10,2.0
slip dress,3,17,2.0
slip dress,3,16,3.0
slip dress,3,29,3.0
slip dress,3,25,4.0
slip dress,3,18,2.0
slip dress,3,25,3.0
slip dress,3,3,2.0
slip dress,3,31,2.0
slip dress,3,25,2.0
slip dress,3,9,3.0
slip dress,3,34,3.0
slip dress,3,14,2.0
slip dress,3,46,2.0
slip dress,3,41,3.0
slip dress,3,6,1.0
slip dress,3,34,3.0
slip dress,3,36,3.0
slip dress,3,19,2.0
slip dress,3,10,3.0
slip dress,3,40,3.0
slip dress,3,27,2.0
slip dress,3,21,3.0
slip dress,3,15,2.0
slip dress,3,12,3.0
slip dress,3,38,2.0
slip dress,3,36,2.0
slip dress,3,25,2.0
slip dress,3,6,2.0
slip dress,3,30,4.0
slip dress,3,23,3.0
slip dress,4,23,5.0
slip dress,4,48,4.0
slip dress,4,18,5.0
slip dress,4,15,5.0
slip dress,4,34,4.0
slip dress,4,6,5.0
slip dress,4,22,5.0
slip dress,4,14,4.0
slip dress,4,45,4.0
slip dress,4,20,5.0
slip dress,4,32,4.0
slip dress,4,15,5.0
slip dress,4,27,5.0
slip dress,4,12,5.0
slip dress,4,14,3.0
slip dress,4,4,3.0
slip dress,4,26,4.0
slip dress,4,32,5.0
slip dress,4,45,4.0
slip dress,4,52,3.0
slip dress,4,33,4.0
slip dress,4,31,5.0
slip dress,4,8,4.0
slip dress,4,50,3.0
slip dress,4,18,4.0
slip dress,4,22,5.0
slip dress,4,30,5.0
slip dress,4,27,5.0
slip dress,4,17,4.0
slip dress,4,25,5.0
slip dress,4,37,5.0
slip dress,4,26,5.0
slip dress,4,25,5.0
slip dress,4,46,4.0
slip dress,4,22,5.0
slip dress,4,31,4.0
slip dress,4,25,5.0
slip dress,4,28,5.0
slip dress,4,6,3.0
slip dress,4,35,4.0
slip dress,5,40,5.0
slip dress,5,42,4.0
slip dress,5,19,5.0
slip dress,5,12,4.0
slip dress,5,42,5.0
slip dress,5,21,5.0
slip dress,5,33,5.0
slip dress,5,34,5.0
slip dress,5,7,4.0
slip dress,5,10,5.0
slip dress,5,52,4.0
slip dress,5,43,5.0
slip dress,5,44,4.0
slip dress,5,28,5.0
slip dress,5,26,5.0
slip dress,5,6,4.0
slip dress,5,11,4.0
slip dress,5,8,4.0
slip dress,5,7,4.0
slip dress,5,11,5.0
slip dress,5,16,5.0
slip dress,5,36,5.0
slip dress,5,24,5.0
slip dress,5,31,5.0
slip dress,5,36,5.0
slip dress,5,27,5.0
slip dress,5,20,5.0
slip dress,5,8,4.0
slip dress,5,32,5.0
slip dress,5,38,5.0
slip dress,5,10,4.0
slip dress,5,29,5.0
slip dress,5,22,5.0
slip dress,5,46,4.0
slip dress,5,27,5.0
slip dress,5,39,5.0
slip dress,5,21,5.0
slip dress,5,44,4.0
slip dress,5,41,5.0
slip dress,5,44,4.0
trench coat,0,27,4.0
trench coat,0,50,5.0
trench coat,0,38,4.0
trench coat,0,19,3.0
trench coat,0,8,3.0
trench coat,0,46,3.0
trench coat,0,40,4.0
trench coat,0,46,3.0
trench coat,0,37,4.0
trench coat,0,23,2.0
trench coat,0,9,3.0
trench coat,0,14,3.0
trench coat,0,5,3.0
trench coat,0,19,4.0
trench coat,0,12,3.0
trench coat,0,5,3.0
trench coat,0,48,3.0
trench coat,0,50,4.0
trench coat,0,21,3.0
trench coat,0,44,4.0
trench coat,0,32,4.0
trench coat,0,44,4.0
trench coat,0,42,4.0
trench coat,0,18,2.0
trench coat,0,32,3.0
trench coat,0,4,4.0
trench coat,0,25,3.0
trench coat,0,36,3.0
trench coat,0,20,3.0
trench coat,0,32,3.0
trench coat,0,16,4.0
trench coat,0,48,4.0
trench coat,0,23,3.0
trench coat,0,42,4.0
trench coat,0,1,4.0
trench coat,0,34,4.0
trench coat,0,25,3.0
trench coat,0,33,4.0
trench coat,0,2,3.0
trench coat,0,36,4.0
trench coat,1,12,2.0
trench coat,1,18,1.0
trench coat,1,29,3.0
trench coat,1,26,2.0
trench coat,1,8,2.0
trench coat,1,26,3.0
trench coat,1,20,2.0
trench coat,1,24,3.0
trench coat,1,45,3.0
trench coat,1,29,2.0
trench coat,1,47,2.0
trench coat,1,30,2.0
trench coat,1,47,3.0
trench coat,1,47,3.0
trench coat,1,3,3.0
trench coat,1,8,3.0
trench coat,1,2,3.0
trench coat,1,28,2.0
trench coat,1,20,3.0
trench coat,1,1,2.0
trench coat,1,31,2.0
trench coat,1,50,2.0
trench coat,1,30,2.0
trench coat,1,17,2.0
trench coat,1,43,3.0
trench coat,1,23,2.0
trench coat,1,22,1.0
trench coat,1,28,3.0
trench coat,1,51,2.0
trench coat,1,12,3.0
trench coat,1,9,3.0
trench coat,1,50,3.0
trench coat,1,12,2.0
trench coat,1,1,4.0
trench coat,1,35,3.0
trench coat,1,23,2.0
trench coat,1,36,3.0
trench coat,1,52,3.0
trench coat,1,6,3.0
trench coat,1,36,3.0
trench coat,2,47,3.0
trench coat,2,47,2.0
trench coat,2,44,2.0
trench coat,2,42,3.0
trench coat,2,16,2.0
trench coat,2,24,2.0
trench coat,2,48,2.0
trench coat,2,47,3.0
trench coat,2,26,2.0
trench coat,2,38,3.0
trench coat,2,23,2.0
trench coat,2,1,4.0
trench coat,2,49,3.0
trench coat,2,5,2.0
trench coat,2,35,2.0
trench coat,2,31,3.0
trench coat,2,6,3.0
trench coat,2,3,2.0
trench coat,2,3,3.0
trench coat,2,27,2.0
trench coat,2,26,2.0
trench coat,2,35,3.0
trench coat,2,11,2.0
trench coat,2,30,2.0
trench coat,2,40,2.0
trench coat,2,20,3.0
trench coat,2,23,2.0
trench coat,2,44,3.0
trench coat,2,11,2.0
trench coat,2,38,2.0
trench coat,2,5,3.0
trench coat,2,16,2.0
trench coat,2,45,3.0
trench coat,2,39,3.0
trench coat,2,11,2.0
trench coat,2,25,2.0
trench coat,2,51,3.0
trench coat,2,48,3.0
trench coat,2,42,2.0
trench coat,2,46,2.0
trench coat,3,40,4.0
trench coat,3,30,4.0
trench coat,3,6,4.0
trench coat,3,36,5.0
trench coat,3,30,5.0
trench coat,3,37,5.0
trench coat,3,28,5.0
trench coat,3,49,4.0
trench coat,3,50,4.0
trench coat,3,41,5.0
trench coat,3,35,4.0
trench coat,3,22,4.0
trench coat,3,43,5.0
trench coat,3,15,5.0
trench coat,3,13,4.0
trench coat,3,19,5.0
trench coat,3,16,4.0
trench coat,3,25,5.0
trench coat,3,7,5.0
trench coat,3,31,4.0
trench coat,3,45,4.0
trench coat,3,15,4.0
trench coat,3,23,3.0
trench coat,3,52,3.0
trench coat,3,34,5.0
trench coat,3,30,4.0
trench coat,3,26,5.0
trench coat,3,30,4.0
trench coat,3,49,4.0
trench coat,3,12,4.0
trench coat,3,34,5.0
trench coat,3,40,4.0
trench coat,3,39,5.0
trench coat,3,10,5.0
trench coat,3,40,5.0
trench coat,3,51,4.0
trench coat,3,30,4.0
trench coat,3,25,4.0
trench coat,3,52,4.0
trench coat,3,41,5.0
trench coat,4,23,5.0
trench coat,4,43,5.0
trench coat,4,41,5.0
trench coat,4,32,4.0
trench coat,4,30,4.0
trench coat,4,33,5.0
trench coat,4,37,5.0
trench coat,4,3,4.0
trench coat,4,15,4.0
trench coat,4,46,4.0
trench coat,4,39,5.0
trench coat,4,49,5.0
trench coat,4,50,5.0
trench coat,4,4,5.0
trench coat,4,7,4.0
trench coat,4,31,5.0
trench coat,4,33,5.0
trench coat,4,22,4.0
trench coat,4,39,4.0
trench coat,4,35,5.0
trench coat,4,11,5.0
trench coat,4,11,5.0
trench coat,4,42,5.0
trench coat,4,50,4.0
trench coat,4,40,5.0
trench coat,4,20,5.0
trench coat,4,1,4.0
trench coat,4,34,5.0
trench coat,4,33,4.0
trench coat,4,39,5.0
trench coat,4,31,5.0
trench coat,4,51,4.0
trench coat,4,10,5.0
trench coat,4,37,5.0
trench coat,4,10,5.0
trench coat,4,1,4.0
trench coat,4,50,5.0
trench coat,4,16,4.0
trench coat,4,5,4.0
trench coat,4,46,4.0
trench coat,5,37,3.0
trench coat,5,37,4.0
trench coat,5,28,4.0
trench coat,5,3,3.0
trench coat,5,45,4.0
trench coat,5,38,4.0
trench coat,5,36,4.0
trench coat,5,25,4.0
trench coat,5,36,5.0
trench coat,5,34,4.0
trench coat,5,44,5.0
trench coat,5,25,4.0
trench coat,5,39,5.0
trench coat,5,1,4.0
trench coat,5,43,4.0
trench coat,5,15,3.0
trench coat,5,42,4.0
trench coat,5,32,5.0
trench coat,5,49,5.0
trench coat,5,45,5.0
trench coat,5,52,4.0
trench coat,5,31,4.0
trench coat,5,39,4.0
trench coat,5,20,4.0
trench coat,5,33,4.0
trench coat,5,21,4.0
trench coat,5,43,5.0
trench coat,5,45,5.0
trench coat,5,30,3.0
trench coat,5,3,4.0
trench coat,5,9,3.0
trench coat,5,51,4.0
trench coat,5,50,5.0
trench coat,5,47,4.0
trench coat,5,45,4.0
trench coat,5,52,4.0
trench coat,5,32,4.0
trench coat,5,41,4.0
trench coat,5,14,3.0
trench coat,5,32,4.0
chunky sneakers,0,5,3.0
chunky sneakers,0,29,2.0
chunky sneakers,0,12,2.0
chunky sneakers,0,18,4.0
chunky sneakers,0,40,2.0
chunky sneakers,0,11,3.0
chunky sneakers,0,9,3.0
chunky sneakers,0,23,3.0
chunky sneakers,0,22,3.0
chunky sneakers,0,52,3.0
chunky sneakers,0,11,3.0
chunky sneakers,0,6,3.0
chunky sneakers,0,24,2.0
chunky sneakers,0,10,3.0
chunky sneakers,0,41,3.0
chunky sneakers,0,17,3.0
chunky sneakers,0,45,3.0
chunky sneakers,0,5,3.0
chunky sneakers,0,13,3.0
chunky sneakers,0,29,2.0
chunky sneakers,0,47,3.0
chunky sneakers,0,48,4.0
chunky sneakers,0,42,4.0
chunky sneakers,0,34,5.0
chunky sneakers,0,48,4.0
chunky sneakers,0,27,3.0
chunky sneakers,0,3,4.0
chunky sneakers,0,35,4.0
chunky sneakers,0,31,3.0
chunky sneakers,0,18,3.0
chunky sneakers,0,33,3.0
chunky sneakers,0,3,3.0
chunky sneakers,0,16,2.0
chunky sneakers,0,11,3.0
chunky sneakers,0,41,3.0
chunky sneakers,0,1,3.0
chunky sneakers,0,25,3.0
chunky sneakers,0,24,3.0
chunky sneakers,0,10,3.0
chunky sneakers,0,46,4.0
chunky sneakers,1,52,5.0
chunky sneakers,1,27,4.0
chunky sneakers,1,14,4.0
chunky sneakers,1,26,4.0
chunky sneakers,1,42,4.0
chunky sneakers,1,49,3.0
chunky sneakers,1,30,4.0
chunky sneakers,1,49,5.0
chunky sneakers,1,46,4.0
chunky sneakers,1,2,4.0
chunky sneakers,1,5,4.0
chunky sneakers,1,28,5.0
chunky sneakers,1,2,4.0
chunky sneakers,1,33,4.0
chunky sneakers,1,12,4.0
chunky sneakers,1,44,5.0
chunky sneakers,1,51,4.0
chunky sneakers,1,13,4.0
chunky sneakers,1,17,4.0
chunky sneakers,1,3,4.0
chunky sneakers,1,43,3.0
chunky sneakers,1,10,3.0
chunky sneakers,1,7,4.0
chunky sneakers,1,43,3.0
chunky sneakers,1,1,4.0
chunky sneakers,1,52,3.0
chunky sneakers,1,23,4.0
chunky sneakers,1,3,4.0
chunky sneakers,1,1,4.0
chunky sneakers,1,26,4.0
chunky sneakers,1,35,4.0
chunky sneakers,1,52,5.0
chunky sneakers,1,2,4.0
chunky sneakers,1,19,4.0
chunky sneakers,1,48,4.0
chunky sneakers,1,36,4.0
chunky sneakers,1,1,4.0
chunky sneakers,1,36,3.0
chunky sneakers,1,25,4.0
chunky sneakers,1,44,4.0
chunky sneakers,2,12,4.0
chunky sneakers,2,31,4.0
chunky sneakers,2,43,3.0
chunky sneakers,2,40,3.0
chunky sneakers,2,1,5.0
chunky sneakers,2,45,4.0
chunky sneakers,2,33,3.0
chunky sneakers,2,50,4.0
chunky sneakers,2,39,4.0
chunky sneakers,2,12,5.0
chunky sneakers,2,16,4.0
chunky sneakers,2,44,4.0
chunky sneakers,2,52,5.0
chunky sneakers,2,42,3.0
chunky sneakers,2,47,4.0
chunky sneakers,2,20,3.0
chunky sneakers,2,13,5.0
chunky sneakers,2,41,3.0
chunky sneakers,2,1,4.0
chunky sneakers,2,17,4.0
chunky sneakers,2,44,4.0
chunky sneakers,2,30,4.0
chunky sneakers,2,47,3.0
chunky sneakers,2,5,3.0
chunky sneakers,2,49,5.0
chunky sneakers,2,28,4.0
chunky sneakers,2,48,4.0
chunky sneakers,2,7,3.0
chunky sneakers,2,13,4.0
chunky sneakers,2,44,3.0
chunky sneakers,2,14,4.0
chunky sneakers,2,1,4.0
chunky sneakers,2,31,4.0
chunky sneakers,2,45,4.0
chunky sneakers,2,1,5.0
chunky sneakers,2,14,4.0
chunky sneakers,2,14,3.0
chunky sneakers,2,30,5.0
chunky sneakers,2,26,4.0
chunky sneakers,2,13,4.0
chunky sneakers,3,1,5.0
chunky sneakers,3,12,4.0
chunky sneakers,3,49,4.0
chunky sneakers,3,4,4.0
chunky sneakers,3,22,4.0
chunky sneakers,3,47,3.0
chunky sneakers,3,3,3.0
chunky sneakers,3,44,4.0
chunky sneakers,3,39,5.0
chunky sneakers,3,29,4.0
chunky sneakers,3,13,4.0
chunky sneakers,3,40,3.0
chunky sneakers,3,41,3.0
chunky sneakers,3,38,4.0
chunky sneakers,3,28,3.0
chunky sneakers,3,14,4.0
chunky sneakers,3,7,4.0
chunky sneakers,3,8,4.0
chunky sneakers,3,48,4.0
chunky sneakers,3,6,4.0
chunky sneakers,3,16,4.0
chunky sneakers,3,21,4.0
chunky sneakers,3,6,4.0
chunky sneakers,3,7,4.0
chunky sneakers,3,45,4.0
chunky sneakers,3,46,4.0
chunky sneakers,3,44,3.0
chunky sneakers,3,32,3.0
chunky sneakers,3,15,4.0
chunky sneakers,3,34,3.0
chunky sneakers,3,48,4.0
chunky sneakers,3,43,5.0
chunky sneakers,3,10,4.0
chunky sneakers,3,13,4.0
chunky sneakers,3,9,4.0
chunky sneakers,3,15,3.0
chunky sneakers,3,3,4.0
chunky sneakers,3,20,3.0
chunky sneakers,3,37,4.0
chunky sneakers,3,1,4.0
chunky sneakers,4,39,4.0
chunky sneakers,4,5,5.0
chunky sneakers,4,15,5.0
chunky sneakers,4,26,5.0
chunky sneakers,4,11,5.0
chunky sneakers,4,48,5.0
chunky sneakers,4,8,5.0
chunky sneakers,4,16,5.0
chunky sneakers,4,49,5.0
chunky sneakers,4,24,5.0
chunky sneakers,4,8,5.0
chunky sneakers,4,11,4.0
chunky sneakers,4,37,5.0
chunky sneakers,4,25,4.0
chunky sneakers,4,22,5.0
chunky sneakers,4,47,4.0
chunky sneakers,4,45,5.0
chunky sneakers,4,30,5.0
chunky sneakers,4,41,5.0
chunky sneakers,4,2,5.0
chunky sneakers,4,29,5.0
chunky sneakers,4,23,5.0
chunky sneakers,4,12,4.0
chunky sneakers,4,10,3.0
chunky sneakers,4,38,5.0
chunky sneakers,4,22,4.0
chunky sneakers,4,1,5.0
chunky sneakers,4,7,5.0
chunky sneakers,4,48,5.0
chunky sneakers,4,41,5.0
chunky sneakers,4,12,4.0
chunky sneakers,4,3,5.0
chunky sneakers,4,30,5.0
chunky sneakers,4,26,4.0
chunky sneakers,4,18,4.0
chunky sneakers,4,14,5.0
chunky sneakers,4,6,5.0
chunky sneakers,4,34,4.0
chunky sneakers,4,9,5.0
chunky sneakers,4,43,5.0
chunky sneakers,5,26,4.0
chunky sneakers,5,41,3.0
chunky sneakers,5,33,3.0
chunky sneakers,5,14,4.0
chunky sneakers,5,52,3.0
chunky sneakers,5,16,4.0
chunky sneakers,5,21,3.0
chunky sneakers,5,19,4.0
chunky sneakers,5,41,4.0
chunky sneakers,5,37,3.0
chunky sneakers,5,29,3.0
chunky sneakers,5,12,2.0
chunky sneakers,5,29,4.0
chunky sneakers,5,51,3.0
chunky sneakers,5,42,4.0
chunky sneakers,5,50,3.0
chunky sneakers,5,7,4.0
chunky sneakers,5,51,3.0
chunky sneakers,5,1,4.0
chunky sneakers,5,4,3.0
chunky sneakers,5,10,4.0
chunky sneakers,5,42,4.0
chunky sneakers,5,52,2.0
chunky sneakers,5,47,3.0
chunky sneakers,5,32,5.0
chunky sneakers,5,32,4.0
chunky sneakers,5,11,5.0
chunky sneakers,5,36,3.0
chunky sneakers,5,39,3.0
chunky sneakers,5,26,3.0
chunky sneakers,5,19,3.0
chunky sneakers,5,17,3.0
